row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label,niche
cell_777,23.98828269,98.097757149,Endothelial,SimSpace,3.97032921476395,-2.03436256803527,7.63010095322104,-20.7590203150921,7,Domain 3,Tumor,1
cell_778,24.93649138,8.058424324,Invasive_Tumor,SimSpace,2.54020343550108,-1.71442503214655,8.39360974991293,-3.6968374118023,3,Domain 1,Tumor,1
cell_779,24.67351534,8.881618377,Macrophages_1,SimSpace,4.24112611638964,-0.53071507986692,6.18084453308554,-13.8545737132244,6,Domain 2,Stromal,1
cell_780,24.98657317,13.436319726,Invasive_Tumor,SimSpace,-2.41279964822147,-2.97652984078595,7.56361173355551,3.33489896209907,3,Domain 1,Tumor,1
cell_781,25.29787119,14.087910041,Invasive_Tumor,SimSpace,-2.51492699363899,-3.49779303360267,7.99885915482016,4.38069154174995,3,Domain 1,Tumor,1
cell_782,25.10426075,22.93376333,Stromal,SimSpace,8.45989333483982,-1.86798448300674,0.953779208302217,-15.1134686335735,6,Domain 2,Stromal,0
cell_783,25.12238544,25.885656193,Stromal,SimSpace,3.79765738387241,-3.28879288446392,1.6106853362319,-12.5941691264324,6,Domain 2,Stromal,0
cell_784,24.73170065,29.205881784,Invasive_Tumor,SimSpace,-4.45997048047645,-2.82668741619201,9.88131021225424,10.2026333943195,2,Domain 1,Tumor,1
cell_785,25.09537967,30.020411958,Invasive_Tumor,SimSpace,-4.6066386758307,-2.99050856892202,7.33213876450034,11.9251656666584,2,Domain 1,Tumor,1
cell_786,25.02968992,32.50962254,Invasive_Tumor,SimSpace,-4.07368014188532,-3.26753757806646,11.6770312663314,7.16305591018867,9,Domain 1,Tumor,1
cell_787,25.10580905,32.912815175,Invasive_Tumor,SimSpace,-3.75727799898283,-3.28458892946169,11.738369691014,6.80175258072089,9,Domain 1,Tumor,1
cell_788,25.08452572,37.751478612,Invasive_Tumor,SimSpace,-4.44649847879198,-2.79168584561802,9.70675634109946,10.2009673252888,2,Domain 1,Tumor,1
cell_789,24.72804385,38.994460308,Invasive_Tumor,SimSpace,-4.83834557099771,-2.63601340800379,10.8740994807479,10.748054040987,2,Domain 1,Tumor,1
cell_790,24.99171984,42.035013492,Invasive_Tumor,SimSpace,-4.85365219981131,-3.33295774168675,3.74475883209677,10.0589890614338,4,Domain 1,Tumor,1
cell_791,24.84842583,43.576309873,Invasive_Tumor,SimSpace,-5.01930563609866,-3.8527246177084,8.08354543411704,12.2877707615681,2,Domain 1,Tumor,1
cell_792,24.98998318,44.938166297,Prolif_Invasive_Tumor,SimSpace,-4.90155815609746,-3.40223212238455,3.64559720718833,9.76020194442939,4,Domain 1,Tumor,1
cell_793,24.82051981,46.926316912,Invasive_Tumor,SimSpace,-3.31299620896502,-2.86012578138394,11.9726025935409,6.29694034012031,9,Domain 1,Tumor,1
cell_794,25.26249407,52.926247293,Invasive_Tumor,SimSpace,-3.70677579484013,-2.67190450416889,6.75850652420493,8.03431655319404,4,Domain 1,Tumor,1
cell_795,24.82820552,53.87395485,Invasive_Tumor,SimSpace,-4.32381571548347,-2.75665468116708,8.55151628220053,10.1115489140339,2,Domain 1,Tumor,1
cell_796,24.82021157,57.731361491,T_Cell_&_Tumor_Hybrid,SimSpace,-2.74572873156622,-2.42214220566175,8.73680757248374,-10.6913199290447,6,Domain 2,Stromal,1
cell_797,25.01491728,59.15160761,Prolif_Invasive_Tumor,SimSpace,-4.0852433535618,-2.33397682869428,3.6674697276351,8.6788163319416,4,Domain 1,Tumor,1
cell_798,24.78458019,68.883231831,Invasive_Tumor,SimSpace,-4.47251783605505,-2.70918676897672,9.55552266800376,11.1068434849567,2,Domain 1,Tumor,1
cell_799,24.91506734,69.79525971,Invasive_Tumor,SimSpace,-4.61966234477724,-2.98182206898121,10.1173455592391,11.0319237843342,2,Domain 1,Tumor,1
cell_800,24.83400708,70.848013146,Invasive_Tumor,SimSpace,-4.49127854654437,-3.26105472001684,10.1278350230453,10.7607751026935,2,Domain 1,Tumor,1
cell_801,25.28223441,75.905535352,Stromal,SimSpace,6.6070289057991,-1.65085622639474,1.68806360924216,-14.2000717982464,6,Domain 2,Stromal,0
cell_802,25.15716077,80.021729425,Stromal,SimSpace,8.66544675670165,-1.91913288332009,0.577605831265169,-14.5577463969402,6,Domain 2,Stromal,0
cell_803,24.9885061,81.133667797,B_Cells,SimSpace,7.7407748315935,-1.38350012238702,-3.96586133277444,-14.9624905451946,6,Domain 2,Stromal,0
cell_804,24.92175659,86.8093641,Invasive_Tumor,SimSpace,2.05964496855951,-1.47039490368791,8.45264409744711,-3.35366057006646,3,Domain 1,Tumor,1
cell_805,25.18818352,88.90414052,Endothelial,SimSpace,4.90564145318768,-0.556778488438713,8.46063874924155,-20.4493908747845,7,Domain 3,Tumor,1
cell_806,25.08104082,93.730898454,Invasive_Tumor,SimSpace,1.50415071663581,-3.27301975978022,8.9037454005477,-4.32805226890374,3,Domain 1,Tumor,1
cell_807,25.09961048,94.321540001,Endothelial,SimSpace,5.12528912978182,-2.67614364874091,6.95806812012168,-20.2091584071331,7,Domain 3,Tumor,1
cell_808,24.99476155,99.031158786,Invasive_Tumor,SimSpace,-0.308339656748659,-2.90005691559078,10.316120850682,-1.70977144090463,3,Domain 1,Tumor,1
cell_809,25.66235399,1.304000704,Endothelial,SimSpace,4.14425611559747,-0.542423319445313,8.15308736526938,-20.3768753871136,7,Domain 3,Tumor,1
cell_810,25.9775068,7.104416651,Endothelial,SimSpace,5.58164083709187,-1.6878915307197,6.7134263392684,-19.7735466822796,7,Domain 3,Tumor,1
cell_811,25.89350202,8.898588009,Endothelial,SimSpace,6.25409394691168,-0.572762916821945,7.9061114665267,-20.7801136836224,7,Domain 3,Tumor,1
cell_812,26.12901105,11.019295829,Macrophages_1,SimSpace,3.49391936262257,-1.7567084265137,7.35367559158774,-3.39658068267632,3,Domain 1,Tumor,1
cell_813,26.20236849,19.76503598,Stromal,SimSpace,8.1600085556723,-2.12704810958628,0.432589876293855,-14.8433127268963,6,Domain 2,Stromal,0
cell_814,25.86840979,20.975541528,CD8+_T_Cells,SimSpace,9.21879645247526,-1.17482337767534,-1.70092870032815,-12.7564825877361,6,Domain 2,Stromal,0
cell_815,26.09367705,23.914458149,Stromal,SimSpace,8.76573814032841,-1.88619637764257,0.231991636395174,-16.0737099513226,6,Domain 2,Stromal,0
cell_816,26.3471758,25.829457154,Stromal,SimSpace,6.48068785474654,-2.60051767105451,0.742959725498872,-13.978996740263,6,Domain 2,Stromal,0
cell_817,25.86645746,30.081130446,Invasive_Tumor,SimSpace,-4.34188859522041,-2.71626414883361,8.8863532420394,6.95734359176826,2,Domain 1,Tumor,1
cell_818,26.33638435,32.519973433,Invasive_Tumor,SimSpace,-4.24264228696192,-2.61324895749901,7.74617170059653,7.04735709579658,9,Domain 1,Tumor,1
cell_819,25.82948283,36.333089901,Invasive_Tumor,SimSpace,-3.79111709953687,-3.07394678137186,11.1322715159652,10.2202210560627,2,Domain 1,Tumor,1
cell_820,26.00459195,36.985585396,Invasive_Tumor,SimSpace,-4.3143571752287,-3.24267026072822,8.83819459640952,10.1758580342121,2,Domain 1,Tumor,1
cell_821,25.99777088,40.176822931,Invasive_Tumor,SimSpace,-4.80338620194611,-2.79791815724452,6.36068986618491,10.8613286152668,4,Domain 1,Tumor,1
cell_822,26.00229978,41.172541487,Invasive_Tumor,SimSpace,-5.0476507685768,-3.20062128480361,8.74499868118735,13.5992560520954,2,Domain 1,Tumor,1
cell_823,25.83246439,41.870492395,Invasive_Tumor,SimSpace,-5.06268025933928,-3.4838796047103,8.68805383408042,13.7641730442829,2,Domain 1,Tumor,1
cell_824,25.88176338,44.128780815,Invasive_Tumor,SimSpace,-5.32394111942535,-3.65862456951123,6.64001153671713,11.9105687275715,2,Domain 1,Tumor,1
cell_825,25.86645594,44.71180158,Invasive_Tumor,SimSpace,-4.8006732836672,-3.64771378661994,7.3790118571517,12.618511690218,2,Domain 1,Tumor,1
cell_826,26.06539252,45.838940322,Invasive_Tumor,SimSpace,-4.20766153191608,-3.27894338878644,10.4840400096175,7.06621219070624,9,Domain 1,Tumor,1
cell_827,26.06600702,48.047750574,T_Cell_&_Tumor_Hybrid,SimSpace,-1.06153251751057,-2.5878636581469,8.91370176041098,-10.6323256358318,6,Domain 2,Stromal,1
cell_828,26.44518887,49.917042468,Invasive_Tumor,SimSpace,-1.87709383462427,-3.30525740394038,10.7448699351546,0.728256715852728,3,Domain 1,Tumor,1
cell_829,26.2741978,51.351295729,Invasive_Tumor,SimSpace,-2.72818205015355,-3.51228284571999,10.4640452738998,0.572833193857184,3,Domain 1,Tumor,1
cell_830,25.89803135,54.129608087,Invasive_Tumor,SimSpace,-3.95051430091943,-3.021535008604,3.80738900864096,9.78887225540351,4,Domain 1,Tumor,1
cell_831,26.06497392,70.923592376,Invasive_Tumor,SimSpace,-4.43194489646049,-3.37846785356644,8.17898629868002,8.69909907730292,2,Domain 1,Tumor,1
cell_832,26.1994236,74.905884057,Stromal,SimSpace,4.4963737594416,-2.89508834331231,1.61480926239462,-12.4094414576702,6,Domain 2,Stromal,0
cell_833,26.00612036,77.037394122,T_Cell_&_Tumor_Hybrid,SimSpace,8.73341062151394,-1.75588208101663,-1.88090707099466,-13.4642138346844,6,Domain 2,Stromal,0
cell_834,25.98607168,78.788893742,CD8+_T_Cells,SimSpace,10.2462571935083,-1.224516861961,-1.63964791333703,-12.5847554072552,6,Domain 2,Stromal,0
cell_835,26.01031499,80.119122391,Macrophages_1,SimSpace,10.0866053551513,-0.792397655422332,3.77411149704428,-14.9202923640423,6,Domain 2,Stromal,0
cell_836,26.17345533,88.72493961,Endothelial,SimSpace,4.56006905180975,-0.820932135816409,8.06954358780356,-20.2657761439495,7,Domain 3,Tumor,1
cell_837,25.8303359,91.124602039,Invasive_Tumor,SimSpace,0.0685575921413682,-2.04731240277563,8.57968209946127,-2.20921401826669,3,Domain 1,Tumor,1
cell_838,25.93486611,98.967081054,Invasive_Tumor,SimSpace,-0.908903365856347,-2.10378893464848,10.5279643412826,-0.904800610225687,3,Domain 1,Tumor,1
cell_839,27.09408663,0.082922704,Invasive_Tumor,SimSpace,4.4823352402682,-1.65629325878818,8.74966024124594,-4.99547408668328,3,Domain 1,Tumor,1
cell_840,27.06228941,2.797482815,Invasive_Tumor,SimSpace,3.97303545185974,-1.97326032770493,8.54413675034018,-4.83284948913384,3,Domain 1,Tumor,1
cell_841,27.04791655,12.048997041,Invasive_Tumor,SimSpace,2.95889940867597,-2.08237453623008,5.29598211014243,-2.16909091321755,3,Domain 1,Tumor,1
cell_842,26.92603977,13.482469548,Invasive_Tumor,SimSpace,0.582421388104256,-2.72222581720843,5.55236743652793,-1.55319537369538,3,Domain 1,Tumor,1
cell_843,27.19450716,13.90855665,Invasive_Tumor,SimSpace,0.853224487910169,-2.83590985492489,5.45290302002402,-1.53281955568124,3,Domain 1,Tumor,1
cell_844,27.42677365,21.063479972,Stromal,SimSpace,10.1230393664002,-0.20993119087701,0.196002590298372,-16.0493721827679,6,Domain 2,Stromal,0
cell_845,27.0812831,26.30111339,T_Cell_&_Tumor_Hybrid,SimSpace,6.77444695413188,-2.1385411050921,-1.47105683124093,-13.5056204661541,6,Domain 2,Stromal,0
cell_846,26.96136466,30.152340829,Prolif_Invasive_Tumor,SimSpace,-2.67551881277202,-2.5457317387141,9.01744054520102,1.58554912956428,3,Domain 1,Tumor,1
cell_847,27.15114806,31.086377097,Invasive_Tumor,SimSpace,-3.63937923416435,-2.73886359952632,8.2072064753768,5.03117753418159,3,Domain 1,Tumor,1
cell_848,26.89217347,31.797262145,Invasive_Tumor,SimSpace,-4.0558838461994,-2.3635478676936,6.98816465103598,8.13607169540595,4,Domain 1,Tumor,1
cell_849,26.85006193,34.744482326,Invasive_Tumor,SimSpace,-3.50477015154289,-3.18919440389153,6.14136909210654,8.3677525654621,4,Domain 1,Tumor,1
cell_850,27.00656175,36.010686488,Invasive_Tumor,SimSpace,-4.12230410967681,-3.38031077541182,8.4689366694686,8.29627372177314,2,Domain 1,Tumor,1
cell_851,26.48344067,39.907352829,Invasive_Tumor,SimSpace,-4.64862520024477,-3.03173588087359,3.53103040420981,10.1870627537556,4,Domain 1,Tumor,1
cell_852,26.76920993,40.996188357,Invasive_Tumor,SimSpace,-4.7825286055184,-3.21261071589263,6.81088041031333,12.6905427113361,2,Domain 1,Tumor,1
cell_853,26.93040763,45.041131335,Invasive_Tumor,SimSpace,-4.94091679104474,-3.55367811710654,8.23653291428061,11.5426211491413,2,Domain 1,Tumor,1
cell_854,26.72932223,46.864714432,Invasive_Tumor,SimSpace,-3.22275795129449,-3.52313851451942,11.7608439799544,5.86295558365058,9,Domain 1,Tumor,1
cell_855,26.79347138,50.098820605,Endothelial,SimSpace,0.292497267044082,-2.38086806049198,8.74658654892417,-20.2461876734905,7,Domain 3,Tumor,1
cell_856,26.91265033,56.371711238,Invasive_Tumor,SimSpace,-4.26226601778695,-3.50045731723487,9.13740228378745,9.67492724807929,2,Domain 1,Tumor,1
cell_857,26.67140694,56.798131803,Invasive_Tumor,SimSpace,-3.90410771856147,-3.44753529323511,9.66442846024008,9.20792342575263,2,Domain 1,Tumor,1
cell_858,26.91878564,58.906090728,Invasive_Tumor,SimSpace,-4.16772761361625,-2.5137380427325,6.36470388138266,9.70176078232001,4,Domain 1,Tumor,1
cell_859,26.89294597,60.990077868,Invasive_Tumor,SimSpace,-4.52442657945094,-2.47937330512055,9.02465699875327,11.2684607640095,2,Domain 1,Tumor,1
cell_860,27.00508104,62.228091935,Invasive_Tumor,SimSpace,-5.01751422781687,-2.67484920276207,10.7286050196883,11.1251645222492,2,Domain 1,Tumor,1
cell_861,27.23083681,62.7627236,Invasive_Tumor,SimSpace,-4.82820099977934,-2.87214309819011,8.55897687637778,10.5480923786945,2,Domain 1,Tumor,1
cell_862,27.03450088,63.786970379,Invasive_Tumor,SimSpace,-4.95463030885565,-2.8015299725252,10.8324487086532,12.3263259068317,2,Domain 1,Tumor,1
cell_863,27.0042124,68.567267797,Prolif_Invasive_Tumor,SimSpace,-4.11670168485753,-2.99308740560321,10.7818047877547,8.8428034916706,2,Domain 1,Tumor,1
cell_864,27.01989089,73.911927557,Invasive_Tumor,SimSpace,1.74448481414163,-3.08078441798635,5.05141042435141,-1.11058856694032,3,Domain 1,Tumor,1
cell_865,27.04547856,78.136029153,Macrophages_1,SimSpace,10.3361892497577,-1.04883248588585,2.90934776031943,-15.2130427226238,6,Domain 2,Stromal,0
cell_866,26.79665227,80.213044942,Stromal,SimSpace,11.0461305104719,-0.296671761218601,-0.31703336274652,-16.0860323771648,6,Domain 2,Stromal,0
cell_867,26.97704494,83.071430732,B_Cells,SimSpace,10.0556955988136,-0.111137118461068,-4.4087660435441,-15.2459988459759,6,Domain 2,Stromal,0
cell_868,27.06175025,93.879808604,Invasive_Tumor,SimSpace,-0.226110891791373,-3.42520604443281,9.3792731639144,0.214166893083563,3,Domain 1,Tumor,1
cell_869,26.725848,98.141294323,Invasive_Tumor,SimSpace,-1.14445886016346,-2.49593471718326,10.3406541224715,-0.878592447917947,3,Domain 1,Tumor,1
cell_870,27.17313058,99.040863718,Invasive_Tumor,SimSpace,-1.25573872061468,-2.25557340913688,10.4370982524154,-0.703240857999811,3,Domain 1,Tumor,1
cell_871,28.21627521,-0.38414112,Endothelial,SimSpace,7.72235099510412,-1.04691428998978,7.36617540085288,-21.6972184046917,7,Domain 3,Tumor,1
cell_872,27.8737248,0.754381033,T_Cell_&_Tumor_Hybrid,SimSpace,6.18350366129668,-1.34962678029421,6.15426706039877,-10.6264386042767,6,Domain 2,Stromal,1
cell_873,27.95173244,21.302373061,CD8+_T_Cells,SimSpace,9.09300848526753,-0.408280502702632,-2.19729579722909,-12.8310932978802,6,Domain 2,Stromal,0
cell_874,27.82436193,22.064441017,Stromal,SimSpace,10.4871758421305,-0.180100726007299,0.265725600361543,-16.5913843974285,6,Domain 2,Stromal,0
cell_875,28.1398761,25.725041122,B_Cells,SimSpace,9.06633909064882,-0.752199228332037,-5.20424486434488,-15.7094464167767,6,Domain 2,Stromal,0
cell_876,27.78775554,33.163990622,Invasive_Tumor,SimSpace,-3.69843558059586,-2.38083594157956,9.80636857712241,9.35946990402411,2,Domain 1,Tumor,1
cell_877,27.9555046,43.212286992,Invasive_Tumor,SimSpace,-5.18410453075253,-3.20325549604377,6.16379617416831,11.7039199009724,2,Domain 1,Tumor,1
cell_878,27.82821602,44.912993194,Invasive_Tumor,SimSpace,-5.03744852005461,-3.49261499637621,7.84391759598227,11.3721003666706,2,Domain 1,Tumor,1
cell_879,28.01019086,47.131536419,Invasive_Tumor,SimSpace,-2.83857481903962,-3.09965064345916,11.7506873484847,8.91159202011298,9,Domain 1,Tumor,1
cell_880,27.64115415,48.251979872,Invasive_Tumor,SimSpace,-2.14484270622469,-2.86197690706638,10.5600945826766,2.91807271393012,9,Domain 1,Tumor,1
cell_881,28.26529233,50.194715359,Invasive_Tumor,SimSpace,-2.71125716406615,-3.17310939905723,10.4568297740218,3.07189513595771,3,Domain 1,Tumor,1
cell_882,27.80707872,61.235031078,Invasive_Tumor,SimSpace,-4.4720365118293,-2.69697161206889,6.73308442795249,9.9667573109455,4,Domain 1,Tumor,1
cell_883,28.01197894,63.775059457,Invasive_Tumor,SimSpace,-4.98945581420162,-3.15535507551583,8.88365339004965,10.3359780445881,2,Domain 1,Tumor,1
cell_884,27.95749539,69.05641708,Invasive_Tumor,SimSpace,-3.71099606959304,-3.45663486677886,10.9403560038802,8.34770919235419,9,Domain 1,Tumor,1
cell_885,27.8475771,72.932375891,Invasive_Tumor,SimSpace,-0.428385054158435,-3.17802986261255,4.46388362610312,0.36813546570014,3,Domain 1,Tumor,1
cell_886,27.82244397,73.979494104,Stromal,SimSpace,3.29707224239571,-2.41582562807086,2.82352112495871,-12.6643519267254,6,Domain 2,Stromal,0
cell_887,28.18727971,80.915023911,Stromal,SimSpace,11.738572925351,0.144531047113704,-0.22989351785211,-16.237430082243,6,Domain 2,Stromal,0
cell_888,27.89487188,81.733540907,CD8+_T_Cells,SimSpace,10.9340614351735,0.351018220131696,-1.96622968947916,-13.3542647227459,6,Domain 2,Stromal,0
cell_889,28.05423404,83.378080741,Stromal,SimSpace,10.65357512259,0.173231541126421,-0.839931440711302,-16.3305582865887,6,Domain 2,Stromal,0
cell_890,27.83970062,89.93793783,Invasive_Tumor,SimSpace,2.49612896009576,-2.31865078865034,8.05567907059165,-3.48362086860467,3,Domain 1,Tumor,1
cell_891,27.87056371,91.020951009,Invasive_Tumor,SimSpace,1.41411690031417,-2.69086834404187,7.95273946487876,-3.17337010947991,3,Domain 1,Tumor,1
cell_892,28.09444943,92.798119884,Prolif_Invasive_Tumor,SimSpace,0.557664999263595,-3.28429202947757,7.72313665115805,-2.1095234617405,3,Domain 1,Tumor,1
cell_893,28.1860817,94.792626568,Invasive_Tumor,SimSpace,-1.19979218345091,-3.84784539732106,9.44443582260581,0.996150983888617,3,Domain 1,Tumor,1
cell_894,27.96493672,96.082519683,Invasive_Tumor,SimSpace,-1.79884375169205,-3.42219727961915,9.44345926010581,0.912302269060126,3,Domain 1,Tumor,1
cell_895,27.71561603,99.105278416,Endothelial,SimSpace,1.15309234022494,-1.60885904631853,8.80632661545249,-20.1012577876263,7,Domain 3,Tumor,1
cell_896,29.39959122,0.175584834,Endothelial,SimSpace,8.7154955070102,-0.851835647754046,7.30779145920249,-21.5997948512249,7,Domain 3,Tumor,1
cell_897,28.82869014,1.2207548,Macrophages_1,SimSpace,7.4451187195034,-1.81158435472059,5.77895234787436,-14.7521090373211,6,Domain 2,Stromal,1
cell_898,28.69168252,2.957958492,Stromal,SimSpace,6.49913892324669,-2.23783930388596,8.14356397354575,-5.01556562034417,3,Domain 1,Tumor,1
cell_899,29.51888492,4.911159387,Endothelial,SimSpace,10.5337533423066,-1.61835662273319,6.87141011917563,-21.4403767451458,7,Domain 3,Tumor,1
cell_900,28.91919354,11.149362767,CD8+_T_Cells,SimSpace,9.72402336569198,-0.441215323575376,-1.7586982373002,-12.7070002421551,6,Domain 2,Stromal,0
cell_901,28.70765346,12.872512159,B_Cells,SimSpace,5.97903036530455,-1.31997110790301,-4.8075206402543,-15.2745833262615,6,Domain 2,Stromal,0
cell_902,28.86331205,16.174351699,Stromal,SimSpace,5.49156647280566,-2.29912844469061,3.76470540726157,-12.2660689219647,6,Domain 2,Stromal,0
cell_903,29.07350898,18.074900057,Stromal,SimSpace,9.25208439722596,-1.22273002720146,0.291240322231965,-15.9976563319378,6,Domain 2,Stromal,0
cell_904,29.03806231,19.231005287,Stromal,SimSpace,9.03708662749034,-1.16939929617095,0.160889732479768,-15.975202070158,6,Domain 2,Stromal,0
cell_905,28.82965416,26.134078338,Stromal,SimSpace,8.93289958171435,-1.1963195768101,0.432824241757112,-15.2334246501141,6,Domain 2,Stromal,0
cell_906,29.36454472,27.789110835,Endothelial,SimSpace,8.42985980104364,-1.37000848496102,7.76433633530112,-21.1398911341839,7,Domain 3,Tumor,1
cell_907,28.89568406,35.826873272,Invasive_Tumor,SimSpace,-4.29146777826099,-3.14699875489236,10.4997374888656,10.2247052326984,2,Domain 1,Tumor,0
cell_908,28.76306268,39.146497059,Prolif_Invasive_Tumor,SimSpace,-4.85752620463958,-2.91845578943845,5.50147222244711,11.2569880619831,4,Domain 1,Tumor,1
cell_909,29.19213868,41.381411168,Prolif_Invasive_Tumor,SimSpace,-4.34714654225441,-2.81820051546041,2.8179824229476,9.59810305984687,4,Domain 1,Tumor,1
cell_910,29.26581257,41.73543766,Invasive_Tumor,SimSpace,-4.49861401048878,-2.81259059484869,5.89526389801474,12.0100550785847,2,Domain 1,Tumor,1
cell_911,28.83650138,43.004642321,Invasive_Tumor,SimSpace,-4.87620870153736,-3.24774158555519,7.56722139084311,14.0618453160114,2,Domain 1,Tumor,1
cell_912,28.71973054,44.056334911,Invasive_Tumor,SimSpace,-5.09768165530289,-3.13960228025889,5.74902890884848,10.3791413441486,4,Domain 1,Tumor,1
cell_913,29.20608765,49.694844498,Invasive_Tumor,SimSpace,-3.02336610108476,-2.95981451294967,9.96472142899008,2.71096087845038,3,Domain 1,Tumor,1
cell_914,28.59053528,52.095624999,Invasive_Tumor,SimSpace,-3.49469776012616,-3.18009789761084,6.95166372024985,7.6515078678913,4,Domain 1,Tumor,1
cell_915,28.75467567,53.981375442,Invasive_Tumor,SimSpace,-4.87992065157814,-2.92534754706764,7.18400071823569,11.7663483753986,2,Domain 1,Tumor,1
