,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20,C_21,C_22,C_23,C_24,C_25,C_26,C_27,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100
FASN,2.8171926,5.1198335,5.284413,3.2921584,3.4806898,3.085253,4.8032146,5.34998,2.488579,2.4823203,2.8876648,5.820486,4.2054787,3.898727,3.089934,4.785842,4.1266513,4.6874523,3.1737106,3.1330864,2.8899114,3.0886052,3.4125826,5.114979,3.573286,4.9266405,3.066362,3.2240043,3.9461648,2.623688,4.9855695,4.2849765,2.8164918,5.8654795,4.094122,4.634646,3.1384501,5.449122,2.32813,4.9247475,2.678846,2.7233348,3.6256247,3.1309574,3.138282,2.575907,4.8305817,5.6545825,5.155823,3.1290107,4.1041203,5.4967847,2.5685692,3.4640172,3.3387136,3.3466294,3.9384708,2.822654,2.3742237,4.120611,2.5379882,6.0736046,2.8321388,2.6299365,2.9698434,6.156931,2.3763802,4.8302784,5.374946,3.1740472,3.2805111,2.4563098,5.1353803,4.423424,3.019432,5.788992,2.4315774,3.9056206,3.9321144,2.7162101,3.7409782,4.1214743,2.9330697,5.6108117,3.0012984,5.6352353,4.0617557,3.4477558,3.4167676,3.0902905,2.7373357,4.7397175,4.1247,2.9125652,3.4453645,4.3526497,2.9849577,2.9927907,2.4610255,2.886195
FBLIM1,0.31577772,0.4322131,0.4669371,0.3216601,0.304212,0.31622413,0.42278442,0.50749344,0.3001717,0.29203606,0.2865095,0.48610917,0.40326983,0.38739458,0.29241273,0.46533376,0.3684926,0.4471867,0.34768435,0.3908106,0.33151692,0.34094837,0.29165065,0.5612331,0.36852568,0.4737034,0.3535959,0.36751533,0.40298316,0.256077,0.4643101,0.48364225,0.30198455,0.42001703,0.2925356,0.44656765,0.41461936,0.45818827,0.2693324,0.5074679,0.2812114,0.32038492,0.41161308,0.24396704,0.32894167,0.28287703,0.41117308,0.5589463,0.47915334,0.28128684,0.3240346,0.47417974,0.27642632,0.29787782,0.37047055,0.31237838,0.44797212,0.30878448,0.25414518,0.3886645,0.28418538,0.4023428,0.28269088,0.30722886,0.3558407,0.54058915,0.25220883,0.45370016,0.47660425,0.31741783,0.31573048,0.2567622,0.46249726,0.5018961,0.36029688,0.5695537,0.27168432,0.40054727,0.35804063,0.30858168,0.33352453,0.4608999,0.33764228,0.45645714,0.30041012,0.5629239,0.41027084,0.28764203,0.35255858,0.35082677,0.31264967,0.41672692,0.39557204,0.28367066,0.38959068,0.32073846,0.2621555,0.31845564,0.2312064,0.37995818
FBLN1,0.3982873,0.57351077,0.52092946,0.31259972,0.3569173,0.41281793,0.49162796,0.646164,0.3810827,0.2941839,0.35560146,0.49856868,0.42906353,0.5022736,0.3794449,0.61891824,0.4737113,0.627098,0.3393864,0.43845358,0.34707487,0.40951028,0.3344089,0.5231181,0.50267386,0.58593404,0.4430291,0.46033028,0.45359275,0.30604863,0.54558134,0.5400617,0.37058625,0.6490873,0.42013648,0.4849262,0.427746,0.5843033,0.2777349,0.46075788,0.2888816,0.3519264,0.32971352,0.40837088,0.37621778,0.37570027,0.53518194,0.5644021,0.60076696,0.46136606,0.39535758,0.57352877,0.3575952,0.45932862,0.44472435,0.38535726,0.41131085,0.37274683,0.30498204,0.49948236,0.3470595,0.66071767,0.38859916,0.32470584,0.41528177,0.5595152,0.31454897,0.5607266,0.6278,0.39911464,0.40868312,0.29687485,0.52856356,0.5691411,0.40763578,0.64272434,0.31350115,0.40659326,0.45655257,0.37145218,0.48208472,0.4896217,0.3831212,0.51335824,0.37747058,0.52320725,0.38448817,0.4224968,0.43953586,0.40398455,0.36033684,0.5399945,0.46314558,0.3746955,0.4083536,0.4810658,0.31836426,0.369851,0.31079844,0.3754511
FCER1G,0.7941718,1.1689277,1.1494974,0.90531844,0.9083177,0.8175242,1.1107142,1.1650263,0.67767036,0.6797867,0.88283837,1.3233125,1.0318772,0.8878413,0.82917017,1.1336105,0.95399845,1.0429466,0.7834584,0.8724599,0.73686033,0.8215312,0.8467576,1.2113883,0.9156995,1.088522,0.7846391,0.8782028,0.9473573,0.7667049,1.1678678,1.0548105,0.82954484,1.230733,0.93065375,1.2040429,0.8765959,1.2062812,0.69898224,1.1081905,0.701503,0.67090034,0.9065822,0.830173,0.7824382,0.730683,1.1285505,1.2753915,1.1132896,0.85380685,0.9525432,1.2497574,0.7953353,0.9719427,0.87651825,0.78094774,0.95950896,0.7834938,0.61906505,0.9562011,0.71916425,1.419537,0.74679667,0.7289817,0.8265804,1.2529929,0.6555158,1.1307173,1.262993,0.84512395,0.92705995,0.6909899,1.2477357,0.9416647,0.78783286,1.3992049,0.69465053,0.97754353,0.95806134,0.77833796,0.88250023,1.0945852,0.74297655,1.2900884,0.74964696,1.3234322,1.0362386,0.8731628,0.86838365,0.8759976,0.70090747,1.1644638,1.0034215,0.81353,0.98467666,1.0283587,0.8129877,0.76223284,0.6399792,0.84730345
FCGR3A,0.35528824,0.52398413,0.57276607,0.3673498,0.35043278,0.32285532,0.5210508,0.4760324,0.33616057,0.27623907,0.32983804,0.56083626,0.44027907,0.3242988,0.38142508,0.5109412,0.4608513,0.48624542,0.33361542,0.3407132,0.34571055,0.3861675,0.34990618,0.54349935,0.40021905,0.5836928,0.36825132,0.35541314,0.39130938,0.3428678,0.4153889,0.47164553,0.37760428,0.5355092,0.44659805,0.42354652,0.36933923,0.5469197,0.29710618,0.51342887,0.327487,0.31406516,0.34318373,0.43798792,0.33764058,0.3060928,0.43951428,0.598164,0.5558138,0.36433432,0.47311455,0.50423616,0.29872933,0.39394912,0.37842572,0.39070794,0.44061506,0.3161946,0.32469058,0.37640628,0.33407295,0.5817751,0.34728572,0.35378188,0.36181647,0.6241184,0.3196762,0.48233265,0.53414536,0.40952846,0.40601593,0.25985667,0.5245869,0.48480773,0.30959946,0.54878736,0.30709165,0.3969832,0.4311579,0.31395686,0.38393268,0.40276214,0.32316563,0.51638144,0.33316502,0.5139789,0.45653245,0.46000898,0.39758134,0.34677872,0.31330922,0.4702769,0.47229537,0.2876701,0.38515538,0.44318274,0.349915,0.3274677,0.24568751,0.31653437
FGL2,0.38550618,0.5140214,0.51491404,0.3748554,0.37135807,0.37163836,0.4755496,0.59659195,0.32834536,0.22359294,0.311072,0.6014225,0.43397048,0.3815216,0.34140345,0.42683843,0.45953563,0.39679703,0.35634664,0.36516994,0.2513859,0.33974743,0.35797763,0.42417014,0.38771272,0.5065959,0.35699457,0.34190384,0.3360784,0.3315513,0.46232647,0.44483143,0.2970961,0.5103694,0.48346207,0.53517795,0.392571,0.60852516,0.2514417,0.4716963,0.33218503,0.34512946,0.31974733,0.35537085,0.34909198,0.29204705,0.48460597,0.57564384,0.5001214,0.37920249,0.42511868,0.5357811,0.34455332,0.30962408,0.39068824,0.3799798,0.2938103,0.31686127,0.25965494,0.471188,0.22941963,0.60559094,0.22767414,0.31925735,0.34916484,0.66187435,0.2586848,0.4357484,0.62868756,0.3470257,0.41738033,0.29028165,0.5089939,0.44025487,0.34052402,0.52588093,0.25328618,0.3951419,0.41224873,0.32189748,0.42049116,0.45691022,0.3396143,0.54244107,0.3530017,0.5932196,0.39469844,0.3113131,0.38760984,0.38571048,0.29832605,0.5643582,0.5464619,0.3098755,0.3274457,0.4213167,0.2687073,0.30053386,0.21295129,0.32801464
FLNB,1.8133174,3.3303075,3.3754783,2.1204996,2.2782388,1.9998829,3.134966,3.4377842,1.6305436,1.5950779,1.9242973,3.6829743,2.72953,2.5086515,2.042414,3.0971131,2.6393065,3.0037796,2.095097,2.109555,1.9104111,1.981022,2.267075,3.356887,2.3005438,3.0673695,2.0496356,2.1083767,2.6683335,1.7365341,3.2693927,2.5972764,1.8583835,3.7224188,2.60178,3.0109375,2.03601,3.4497082,1.5085574,3.287097,1.6761028,1.7823848,2.3174028,2.0278783,2.032063,1.7089205,3.1468556,3.678918,3.4092655,2.0146263,2.628679,3.5846167,1.6701704,2.2833102,2.1271951,2.1619585,2.6020744,1.8913798,1.5381557,2.5935924,1.6651725,3.966396,1.8583305,1.689146,1.9087092,3.8437238,1.5689791,3.1079214,3.5017197,1.9840026,2.0858338,1.5279937,3.3079915,2.7891965,1.8656278,3.7814574,1.6438768,2.537476,2.5427656,1.7699013,2.3721778,2.7401035,1.8125991,3.5143988,2.0112748,3.68451,2.6577177,2.2485478,2.1635451,2.0961893,1.7593341,3.0607858,2.5995898,1.8506494,2.2089374,2.7937381,1.9523863,1.9302523,1.5977467,1.9452577
FOXA1,2.9228618,5.5156317,5.56518,3.421524,3.7908897,3.2780786,5.1963067,5.810711,2.6727166,2.6361039,3.0518315,6.137155,4.5588126,4.202812,3.2650368,5.269772,4.2809167,5.01418,3.396658,3.3256152,3.0479949,3.2822173,3.5720456,5.5251107,3.78153,5.316659,3.2721276,3.4693363,4.284943,2.751203,5.4600425,4.499774,2.9731193,6.315779,4.3541546,4.979676,3.3247974,5.890504,2.4476647,5.39212,2.8545976,2.911068,3.8969522,3.3360946,3.3197255,2.7849405,5.1589766,6.1228476,5.615847,3.3447297,4.409129,5.856173,2.6779695,3.6849458,3.534909,3.6376579,4.186965,3.038594,2.5300608,4.463594,2.6531048,6.58436,3.0336485,2.7684672,3.166988,6.5573473,2.5508978,5.19928,5.874315,3.3954918,3.546894,2.6042304,5.450687,4.7021766,3.1887233,6.257256,2.5953047,4.1734133,4.1952114,2.8811796,4.089122,4.4373455,3.07263,5.9464025,3.213016,6.063116,4.349729,3.6840158,3.621051,3.3227808,2.951921,5.151284,4.3475976,3.0905745,3.757955,4.6386476,3.161462,3.133967,2.5681975,3.1014588
FSTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATA3,2.9706671,5.4390182,5.566792,3.4247887,3.7340295,3.277996,5.084391,5.675018,2.6690195,2.6472301,3.1049075,5.9756126,4.468575,4.1125913,3.256871,5.0928793,4.2704067,4.989734,3.3207467,3.3051965,3.010747,3.2586582,3.5919528,5.4117975,3.816949,5.212485,3.2223325,3.4409573,4.2191353,2.8025982,5.2109294,4.5207815,2.9971774,6.134478,4.318089,4.9593773,3.354245,5.7621627,2.4459739,5.285573,2.8499575,2.9251268,3.7772074,3.3201685,3.2830756,2.8287857,5.0502152,5.960534,5.4424887,3.3062108,4.3816824,5.7587404,2.7457693,3.6943042,3.5608356,3.5786302,4.1199036,3.0942485,2.518121,4.410972,2.6920555,6.413903,3.049869,2.732777,3.199963,6.44155,2.5883195,5.0296626,5.7267575,3.4791045,3.54899,2.613284,5.4373307,4.5788817,3.2076173,6.2273936,2.6384618,4.108518,4.115053,2.9120245,3.9985034,4.368773,3.0992188,5.795419,3.245997,5.9973083,4.248749,3.6155362,3.566763,3.3488605,2.9060197,5.0582466,4.3528023,3.1225834,3.7163866,4.561209,3.1454318,3.1549509,2.5430603,3.0745125
GJB2,0.2683492,0.35785446,0.32242212,0.173563,0.21061046,0.2337768,0.29551807,0.2855813,0.1709797,0.1810835,0.2494147,0.23476404,0.22447531,0.24383749,0.2576553,0.4214652,0.2864333,0.2755613,0.235023,0.21401055,0.19497082,0.23776838,0.236976,0.31924847,0.23789512,0.2823764,0.27223364,0.246507,0.3017158,0.22881566,0.3418148,0.33814526,0.20722397,0.3532423,0.3058613,0.34087038,0.24150008,0.30734006,0.19541949,0.3850267,0.22406371,0.22472356,0.21067627,0.25384322,0.27996153,0.24205042,0.30344233,0.39901787,0.4064234,0.23610152,0.30038133,0.34380206,0.24755126,0.27250838,0.2575928,0.25866234,0.34688643,0.23790215,0.20027567,0.2481392,0.19826503,0.4558194,0.21337138,0.21818423,0.25533888,0.3762552,0.18042964,0.30991694,0.3611649,0.23769738,0.29549092,0.1929303,0.24644166,0.346152,0.2827386,0.41540182,0.1796842,0.24779978,0.29023537,0.25376248,0.26854634,0.2958698,0.22274747,0.38578764,0.26992074,0.37327334,0.2884694,0.34156784,0.24475388,0.2896602,0.21565795,0.3836826,0.28590372,0.20765166,0.24790724,0.30931425,0.1964895,0.24775892,0.14010803,0.22169207
GLIPR1,0.4232055,0.5894706,0.5779559,0.349171,0.4825084,0.42456895,0.56037563,0.65330255,0.36849186,0.3526981,0.436216,0.6810391,0.5350738,0.45102102,0.42307863,0.6203505,0.50694036,0.5901712,0.39717686,0.46780017,0.38576806,0.39165732,0.36153758,0.68106896,0.48914716,0.70130485,0.45434493,0.4285621,0.46078986,0.37642542,0.58564234,0.6050117,0.38516667,0.68576515,0.43483835,0.58130497,0.46172687,0.57992464,0.34301367,0.6523379,0.37770975,0.3531262,0.51373947,0.4079523,0.411491,0.38310367,0.66247684,0.74132293,0.6488783,0.42903796,0.51191664,0.6382158,0.36274862,0.48376337,0.46015775,0.43194902,0.43699202,0.40769365,0.31945562,0.5249914,0.36423406,0.7441194,0.3939275,0.37436646,0.44069353,0.6488059,0.33327016,0.6125932,0.73269457,0.4276479,0.45331943,0.34596598,0.70239294,0.6108372,0.42085427,0.7930316,0.35125044,0.53701854,0.46385866,0.36873993,0.49850956,0.52561927,0.4082894,0.6312058,0.38414338,0.6541245,0.5106769,0.43009466,0.3926976,0.5056109,0.39169806,0.5732944,0.52560836,0.42412552,0.49984664,0.52949876,0.3868792,0.3730213,0.32816985,0.4172437
GPR183,0.23130232,0.48502332,0.39289483,0.35982615,0.26708147,0.23328568,0.44851276,0.48565847,0.28851867,0.29460993,0.32544068,0.5807455,0.39573458,0.356714,0.3004573,0.43051538,0.39035702,0.5077362,0.3106243,0.41153535,0.25459394,0.2883297,0.23739679,0.48664096,0.37662187,0.44882452,0.34857073,0.32328328,0.48510087,0.26268667,0.46479234,0.4622916,0.32502314,0.49339616,0.38490224,0.43511805,0.32471266,0.5027615,0.18798395,0.41412935,0.24845466,0.2859431,0.33266878,0.30805188,0.24765319,0.26918533,0.4438799,0.5385378,0.5093079,0.34308112,0.31267673,0.40280753,0.26999673,0.29249164,0.3158097,0.3414432,0.3977818,0.34196684,0.2608295,0.37147447,0.28616607,0.52864975,0.24468449,0.24558733,0.25924933,0.52733845,0.25780514,0.48355964,0.43461454,0.2547815,0.27427998,0.26701164,0.4378862,0.39751267,0.27515623,0.47306743,0.2234137,0.36118516,0.35137954,0.26043826,0.38515624,0.45000046,0.2982986,0.44468263,0.30305314,0.50825405,0.44901034,0.32567102,0.27988306,0.38497725,0.25803655,0.43465665,0.4054681,0.32917982,0.38079858,0.38170335,0.31236845,0.28058687,0.265467,0.29137054
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAVCR2,0.25915113,0.49582508,0.49645773,0.25810608,0.25035757,0.27181432,0.33339405,0.46143776,0.28114474,0.24269271,0.26239097,0.47746727,0.356385,0.36384797,0.27446756,0.3667874,0.32678908,0.40923542,0.25262997,0.3057722,0.27003187,0.19041926,0.23371986,0.4282721,0.27935508,0.4386734,0.27014276,0.30341122,0.3969409,0.24094757,0.40137303,0.34064,0.22007634,0.5317526,0.33177486,0.36154136,0.31498936,0.5136863,0.19295987,0.42212552,0.18027522,0.27260223,0.30079225,0.2718398,0.2670401,0.23847166,0.41681352,0.5060268,0.429372,0.33325103,0.34030852,0.43649697,0.18259539,0.24999271,0.31444636,0.31994748,0.36472133,0.24068208,0.2051493,0.44082448,0.20688762,0.55762863,0.26801655,0.18096562,0.23631121,0.4329658,0.14555813,0.45333004,0.49032766,0.20341441,0.2206106,0.15862337,0.47486573,0.3664253,0.21888888,0.45398965,0.18092887,0.27239832,0.34055585,0.2309135,0.33498496,0.42457715,0.25000188,0.5221163,0.22404926,0.40887785,0.34503558,0.2675832,0.27825066,0.33241087,0.23553766,0.41994935,0.3080149,0.19847117,0.27961338,0.36314365,0.24229217,0.23287974,0.17044975,0.25252995
HDC,0.9639586,1.7497517,1.8936989,1.160803,1.260105,1.0450835,1.7609274,1.8774492,0.87818795,0.8961782,0.97774583,2.0493424,1.4729087,1.4176716,1.1066422,1.5829631,1.4101008,1.6715454,1.0684402,1.0935978,1.008233,1.081263,1.1680238,1.7317015,1.2462641,1.7781389,1.0513295,1.145699,1.3925682,0.9645841,1.7747978,1.467241,1.0176381,2.0222,1.4042931,1.5613779,1.0926176,1.9499117,0.8206137,1.7488916,0.8871003,0.94890434,1.2631307,1.073026,1.0630265,0.8739024,1.681623,1.9103227,1.7848308,1.0979229,1.477584,1.8670629,0.88426733,1.1568707,1.1244996,1.1822636,1.2756233,1.0096884,0.7745483,1.51371,0.9254926,2.1145089,1.0848813,0.87105066,1.0279639,2.1778228,0.87098753,1.7209709,1.9162699,1.1178752,1.1423563,0.86586696,1.8572661,1.5329827,1.0721039,2.074883,0.8992022,1.3517112,1.3197128,0.94387084,1.2798783,1.5034014,1.0083445,1.9623915,1.0689807,1.8542596,1.4755961,1.2271928,1.2038428,1.0759202,0.9354471,1.6976843,1.3901174,1.0022548,1.238331,1.5033246,1.0573767,1.0710337,0.8612678,1.026693
HMGA1,1.5506448,2.8189275,3.0264864,1.8313388,2.0299046,1.6917663,2.7177768,3.0701869,1.444934,1.4090211,1.6235564,3.1811266,2.3655186,2.2734127,1.7518319,2.7838428,2.3373098,2.7048616,1.7754781,1.7771881,1.5960302,1.7725409,1.9561923,2.8973799,1.9962564,2.8193693,1.8093168,1.831352,2.2835202,1.5198265,2.8825629,2.4268167,1.6298975,3.2482717,2.331235,2.6560268,1.7820433,3.0622244,1.3195589,2.8391728,1.5480517,1.5570021,2.122251,1.7573676,1.7909797,1.5188323,2.7652369,3.2854292,2.9003687,1.7379801,2.3320665,3.096803,1.4376838,1.9222398,1.8702718,1.9178331,2.2012799,1.608991,1.3510755,2.3333972,1.4894866,3.433058,1.6149703,1.502719,1.7000427,3.4884439,1.3844762,2.7813134,3.0457835,1.8190758,1.8975009,1.428996,2.8840501,2.58864,1.7413772,3.362792,1.4624344,2.2714038,2.205576,1.5584196,2.1321056,2.3384657,1.6670825,3.0669627,1.7064836,3.285988,2.2723823,1.9420004,1.9815712,1.7942047,1.5840559,2.6854796,2.3017936,1.6781046,1.9967841,2.4408457,1.6613533,1.681397,1.416845,1.6500005
HOOK2,0.5616672,0.98214227,1.0136096,0.63311344,0.65408325,0.6190408,1.1059353,1.012273,0.51191413,0.4814077,0.59899575,1.1959393,0.86357874,0.85490423,0.6059354,1.0365057,0.863474,0.9884694,0.6201012,0.6288829,0.64191383,0.61973107,0.7654051,1.0755454,0.8290118,0.9133233,0.6136583,0.6600556,0.82609844,0.57563406,1.0484352,0.8066642,0.51559734,1.1533748,0.74248344,0.9944761,0.66511947,1.0511664,0.51927745,1.0117078,0.5347935,0.5603277,0.6929424,0.63512045,0.6815126,0.57524586,1.0181174,1.1981647,1.1375455,0.6626646,0.8414969,1.0947392,0.53919137,0.69440866,0.7016956,0.695798,0.85787493,0.62052834,0.52391046,0.9128692,0.54516846,1.3422467,0.50490296,0.57109815,0.60082406,1.2683793,0.45703825,1.0726906,1.1036713,0.7121728,0.68693393,0.47339725,1.0139977,0.9478965,0.58735937,1.2786131,0.5052455,0.81756735,0.7746065,0.6127819,0.7522839,0.81777894,0.5633534,1.0400124,0.68476856,1.0696853,0.8452838,0.67946005,0.71724004,0.65699774,0.6017884,0.9914488,0.7950853,0.6085747,0.6462776,0.82413214,0.5236373,0.6263192,0.48392713,0.5678871
HOXD8,0.7206248,1.271147,1.2812915,0.8750646,0.9050126,0.8290661,1.2510847,1.4076587,0.68140763,0.70507663,0.7601163,1.5300071,1.1128719,1.0571433,0.82641506,1.1902143,1.0703983,1.1806581,0.81579536,0.8751214,0.7709784,0.84667045,0.85567814,1.2794691,1.0034406,1.2187375,0.78519195,0.87568605,1.0406327,0.76488644,1.3115165,1.1258197,0.7894048,1.4053926,1.0943686,1.1932358,0.8561787,1.5003105,0.58550704,1.2129533,0.7419908,0.7519958,0.93467796,0.7785395,0.8206147,0.79010105,1.207519,1.4103845,1.3726125,0.8506856,1.0379419,1.3410418,0.69674754,0.99119246,0.89222723,0.86811304,1.0392364,0.7648357,0.61680967,1.1354707,0.66158426,1.5763799,0.76172197,0.69394815,0.77265525,1.5310335,0.62534714,1.2707734,1.5290875,0.8807977,0.84938514,0.66575974,1.3292786,1.121044,0.7726267,1.4939628,0.6351725,1.0313382,0.9984733,0.71909094,1.0022085,0.9993292,0.83862513,1.3613896,0.83896995,1.5174961,1.1402639,0.9054899,0.83328515,0.87927556,0.76855713,1.2146603,1.0752574,0.7968288,1.0063998,1.1586263,0.8232466,0.78871197,0.63030934,0.8145461
HOXD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.39424577,0.60620075,0.69196415,0.3879039,0.4926285,0.4027643,0.569767,0.56836486,0.37608328,0.35309184,0.43033022,0.683867,0.5685865,0.43784937,0.44027063,0.57020193,0.5043378,0.5983826,0.36339712,0.47430268,0.33693114,0.4736471,0.40111244,0.6025569,0.48708192,0.58890224,0.4516128,0.41360834,0.5272771,0.38408285,0.50068104,0.47880667,0.47392887,0.62840515,0.5559242,0.55537724,0.44673717,0.6522227,0.30062622,0.60012525,0.36757216,0.4220586,0.4585964,0.44253528,0.4533484,0.3910006,0.5047659,0.5820485,0.5231763,0.4210398,0.51795554,0.5627406,0.41060945,0.4890747,0.47754994,0.45196298,0.5141081,0.38117862,0.28308997,0.49189273,0.400823,0.5704837,0.41487354,0.38747856,0.39715832,0.6739804,0.35780463,0.56722647,0.5584978,0.5054202,0.43281335,0.35841343,0.58558095,0.49326766,0.48205578,0.65942854,0.39390916,0.514202,0.4781791,0.3763008,0.46630558,0.5139813,0.35089958,0.58717597,0.3899615,0.5569466,0.54915196,0.51836896,0.4060974,0.41655847,0.3986304,0.62861645,0.5296621,0.4448616,0.48214978,0.5607467,0.37489244,0.40753436,0.3310042,0.36113033
IGSF6,0.3672912,0.5964058,0.65112805,0.5114532,0.44374532,0.36026672,0.65818924,0.68661857,0.31907973,0.3738884,0.41772306,0.7653326,0.54330623,0.4942643,0.32650498,0.64690155,0.50683653,0.7282208,0.36431396,0.33088693,0.4271089,0.3880237,0.47669956,0.60719734,0.46374133,0.6119588,0.35997263,0.50777984,0.49739414,0.31048265,0.6413851,0.4642096,0.37555307,0.6466517,0.47293332,0.55344796,0.40930334,0.71023256,0.31684208,0.548696,0.37103233,0.32632244,0.44641325,0.43956116,0.35457003,0.37460208,0.5973655,0.6722544,0.63630354,0.39084047,0.5522094,0.6303501,0.37630025,0.43023628,0.4219962,0.41688865,0.46308252,0.39893794,0.33794406,0.59051895,0.3493794,0.797879,0.38444236,0.35786948,0.36676925,0.6917051,0.29341984,0.6453622,0.67516136,0.4917034,0.49322876,0.3309196,0.72584975,0.5476553,0.3850924,0.7794911,0.3226214,0.44507,0.4986,0.4221198,0.5487997,0.5185915,0.33272257,0.65406424,0.41782624,0.69841576,0.54191595,0.4267995,0.4336348,0.43500894,0.33732113,0.61142564,0.53496873,0.39808032,0.46214908,0.514798,0.37945536,0.34592003,0.31432742,0.38505125
IL2RG,0.21082336,0.25869825,0.31363913,0.18735434,0.22958805,0.17258368,0.24545377,0.33208886,0.17776047,0.14868219,0.2626111,0.28888652,0.2615773,0.24287832,0.19763991,0.17960174,0.26296514,0.22147988,0.2368035,0.23785757,0.1430329,0.20483604,0.25260702,0.24980325,0.192465,0.27512813,0.17409262,0.20776768,0.21915524,0.19145004,0.22582455,0.2239492,0.21375363,0.2243152,0.21510032,0.29896057,0.21589331,0.34051055,0.15663129,0.18960747,0.2044178,0.15332614,0.21185042,0.24802311,0.20348565,0.18835634,0.2209859,0.30755985,0.29915977,0.26668394,0.25017837,0.3106503,0.21893898,0.25089088,0.17764859,0.20296331,0.23818934,0.25230154,0.16937,0.22421537,0.14786734,0.265494,0.19116983,0.18759441,0.135428,0.28766486,0.16925313,0.28661162,0.41609693,0.2880414,0.21132857,0.2138857,0.2565872,0.17184451,0.1648217,0.36843064,0.171433,0.2148742,0.2509719,0.20455198,0.20814262,0.27520442,0.21817645,0.24202095,0.2440761,0.33517262,0.27457148,0.21682511,0.21897896,0.21825166,0.15011588,0.31155598,0.23629737,0.22586235,0.187277,0.27525786,0.19743754,0.20416023,0.15277791,0.2046912
